-50	-50	-30	
-50	-40	-30	
-50	-30	-30	
-50	-20	-30	
-50	-10	-30	
-50	0	-30	
-50	10	-30	
-50	20	-30	
-50	30	-30	
-50	40	-30	
-50	50	-30	

-40	-50	-30	
-40	-40	-30	
-40	-30	-30	
-40	-20	-30	
-40	-10	-30	
-40	0	-30	
-40	10	-30	
-40	20	-30	
-40	30	-30	
-40	40	-30	
-40	50	-30	

-30	-50	-30	
-30	-40	-30	
-30	-30	-30	
-30	-20	-30	
-30	-10	-30	
-30	0	-30	
-30	10	-30	
-30	20	-30	
-30	30	-30	
-30	40	-30	
-30	50	-30	

-20	-50	-30	
-20	-40	-30	
-20	-30	-30	
-20	-20	-30	
-20	-10	-30	
-20	0	-30	
-20	10	-30	
-20	20	-30	
-20	30	-30	
-20	40	-30	
-20	50	-30	

-10	-50	-30	
-10	-40	-30	
-10	-30	-30	
-10	-20	-30	
-10	-10	-30	
-10	0	-30	
-10	10	-30	
-10	20	-30	
-10	30	-30	
-10	40	-30	
-10	50	-30	

0	-50	-30	
0	-40	-30	
0	-30	-30	
0	-20	-30	
0	-10	-30	
0	0	-30	
0	10	-30	
0	20	-30	
0	30	-30	
0	40	-30	
0	50	-30	

10	-50	-30	
10	-40	-30	
10	-30	-30	
10	-20	-30	
10	-10	-30	
10	0	-30	
10	10	-30	
10	20	-30	
10	30	-30	
10	40	-30	
10	50	-30	

20	-50	-30	
20	-40	-30	
20	-30	-30	
20	-20	-30	
20	-10	-30	
20	0	-30	
20	10	-30	
20	20	-30	
20	30	-30	
20	40	-30	
20	50	-30	

30	-50	-30	
30	-40	-30	
30	-30	-30	
30	-20	-30	
30	-10	-30	
30	0	-30	
30	10	-30	
30	20	-30	
30	30	-30	
30	40	-30	
30	50	-30	

40	-50	-30	
40	-40	-30	
40	-30	-30	
40	-20	-30	
40	-10	-30	
40	0	-30	
40	10	-30	
40	20	-30	
40	30	-30	
40	40	-30	
40	50	-30	

50	-50	-30	
50	-40	-30	
50	-30	-30	
50	-20	-30	
50	-10	-30	
50	0	-30	
50	10	-30	
50	20	-30	
50	30	-30	
50	40	-30	
50	50	-30	

